14571.95 1.362492
14575.61 1.3774
14579.27 1.290835
14582.92 1.227906
14586.58 1.285031
14590.24 1.352113
14593.9 1.350828
14597.55 1.283806
14601.21 1.332843
14604.87 1.451151
14608.53 1.543047
14612.18 1.547086
14615.84 1.439066
14619.5 1.339549
14623.15 1.308375
14626.81 1.303315
14630.47 1.336138
14634.13 1.354786
14637.78 1.307281
14641.44 1.281533
14645.1 1.28152
14648.76 1.286279
14652.41 1.329965
14656.07 1.339969
14659.73 1.34579
14663.39 1.363994
14667.04 1.358193
14670.7 1.349504
14674.36 1.395941
14678.01 1.417076
14681.67 1.376662
14685.33 1.355629
14688.99 1.384607
14692.64 1.466392
14696.3 1.453582
14699.96 1.349085
14703.62 1.456131
14707.27 1.672119
14710.93 1.653029
14714.59 1.479013
14718.25 1.463463
14721.9 1.565264
14725.56 1.522529
14729.22 1.448545
14732.88 1.477319
14736.53 1.486176
14740.19 1.471691
14743.85 1.480906
14747.5 1.485974
14751.16 1.463227
14754.82 1.456274
14758.48 1.432273
14762.13 1.299026
14765.79 1.236264
14769.45 1.231059
14773.11 1.290123
14776.76 1.438209
14780.42 1.336805
14784.08 1.254294
14787.73 1.474628
14791.39 1.462285
14795.05 1.208182
14798.71 1.347412
14802.36 1.516958
14806.02 1.232082
14809.68 1.160598
14813.34 1.440088
14816.99 1.537582
14820.65 1.373454
14824.31 1.316857
14827.96 1.467107
14831.62 1.531636
14835.28 1.313041
14838.94 1.150038
14842.59 1.272217
14846.25 1.464839
14849.91 1.445536
14853.57 1.165792
14857.22 1.056916
14860.88 1.203821
14864.54 1.58885
14868.2 1.657321
14871.85 1.311
14875.51 1.060576
14879.17 1.043047
14882.83 1.336642
14886.48 1.667567
14890.14 1.570937
14893.8 1.179479
14897.46 1.012589
14901.11 1.035476
14904.77 1.155257
14908.43 1.450999
14912.08 1.546443
14915.74 1.306036
14919.4 1.176212
14923.06 1.265832
14926.71 1.287325
14930.37 1.275326
14934.03 1.523789
14937.69 1.672214
14941.34 1.390816
14945. 1.092546
14948.66 1.012371
14952.31 1.010152
14955.97 1.017348
14959.63 1.221613
14963.29 1.714934
14966.94 1.939398
14970.6 1.606411
14974.26 1.29139
